season,team,gsis_id,pff_id,pfr_id,fbdb_id,full_name,first_name,last_name,position_nfl_team,position_pff,height,weight,college,birth_date,draft_yr,draft_type,draft_rnd,draft_pick,draft_team,week1_age
2016,ATL,00-0030528,7841,AlfoRo00,robert-alford-alforro01,Robert Alford,Robert,Alford,CB,CB,70,186,Southeastern Louisiana,1988-11-01,2013,Standard,2,60,ATL,27.8603696098563
2015,ATL,00-0030528,7841,AlfoRo00,robert-alford-alforro01,Robert Alford,Robert,Alford,CB,CB,70,186,Southeastern Louisiana,1988-11-01,2013,Standard,2,60,ATL,26.8637919233402
2014,ATL,00-0030528,7841,AlfoRo00,robert-alford-alforro01,Robert Alford,Robert,Alford,CB,CB,70,186,Southeastern Louisiana,1988-11-01,2013,Standard,2,60,ATL,25.8480492813142
2013,ATL,00-0030528,7841,AlfoRo00,robert-alford-alforro01,Robert Alford,Robert,Alford,CB,CB,70,186,Southeastern Louisiana,1988-11-01,2013,Standard,2,60,ATL,24.8514715947981
2017,TB,00-0026994,4941,AyerRo99,robert-ayers-ayersro01,Robert Ayers,Robert,Ayers,DE,ED,75,275,Tennessee,1985-09-06,2009,Standard,1,18,DEN,32.0109514031485
2016,TB,00-0026994,4941,AyerRo99,robert-ayers-ayersro01,Robert Ayers,Robert,Ayers,DE,ED,75,275,Tennessee,1985-09-06,2009,Standard,1,18,DEN,31.0143737166324
2015,NYG,00-0026994,4941,AyerRo99,robert-ayers-ayersro01,Robert Ayers,Robert,Ayers,DE,ED,75,275,Tennessee,1985-09-06,2009,Standard,1,18,DEN,30.0177960301164
2014,NYG,00-0026994,4941,AyerRo99,robert-ayers-ayersro01,Robert Ayers,Robert,Ayers,DE,ED,75,275,Tennessee,1985-09-06,2009,Standard,1,18,DEN,29.0020533880903
2013,DEN,00-0026994,4941,AyerRo99,robert-ayers-ayersro01,Robert Ayers,Robert,Ayers,DE,ED,75,274,Tennessee,1985-09-06,2009,Standard,1,18,DEN,28.0054757015743
2016,BUF,00-0029575,7136,BlanRo00,robert-blanton-blantro01,Robert Blanton,Robert,Blanton,SS,S,73,200,Notre Dame,1989-09-07,2012,Standard,5,139,MIN,27.0116358658453
2015,MIN,00-0029575,7136,BlanRo00,robert-blanton-blantro01,Robert Blanton,Robert,Blanton,SS,S,73,200,Notre Dame,1989-09-07,2012,Standard,5,139,MIN,26.0150581793292
2014,MIN,00-0029575,7136,BlanRo00,robert-blanton-blantro01,Robert Blanton,Robert,Blanton,SS,S,73,200,Notre Dame,1989-09-07,2012,Standard,5,139,MIN,24.9993155373032
2013,MIN,00-0029575,7136,BlanRo00,robert-blanton-blantro01,Robert Blanton,Robert,Blanton,DB,S,73,200,Notre Dame,1989-09-07,2012,Standard,5,139,MIN,24.0027378507871
2019,WAS,00-0033530,11964,DaviRo00,robert-davis-davisro09,Robert Davis,Robert,Davis,WR,WR,75,210,Georgia State,1995-04-02,2017,Standard,6,209,WAS,24.435318275154
2019,BUF,00-0034510,48230,FostRo01,robert-foster-fostero05,Robert Foster,Robert,Foster,WR,WR,74,196,Alabama,1994-05-07,2018,Undrafted,NA,NA,BUF,25.3388090349076
2018,BUF,00-0034510,48230,FostRo01,robert-foster-fostero05,Robert Foster,Robert,Foster,WR,WR,74,196,Alabama,1994-05-07,2018,Undrafted,NA,NA,BUF,24.3422313483915
2013,GB,00-0026581,5245,FranRo99,robert-francois-francro02,Rob Francois,Rob,Francois,LB,LB,74,255,Boston College,1985-05-14,2009,Undrafted,NA,NA,MIN,28.3203285420945
2014,CIN,00-0022867,1838,GeatRo21,robert-geathers-geathro01,Robert Geathers,Robert,Geathers,DE,ED,75,286,Georgia,1983-08-11,2004,Standard,4,117,CIN,31.0746064339493
2013,CIN,00-0022867,1838,GeatRo21,robert-geathers-geathro01,Robert Geathers,Robert,Geathers,DE,ED,75,280,Georgia,1983-08-11,2004,Standard,4,117,CIN,30.0780287474333
2017,PIT,00-0028954,7303,GoldRo00,robert-golden-goldero01,Robert Golden,Robert,Golden,FS,S,71,202,Arizona,1990-09-13,2012,Undrafted,NA,NA,PIT,26.9924709103354
2016,PIT,00-0028954,7303,GoldRo00,robert-golden-goldero01,Robert Golden,Robert,Golden,SS,S,71,202,Arizona,1990-09-13,2012,Undrafted,NA,NA,PIT,25.9958932238193
2015,PIT,00-0028954,7303,GoldRo00,robert-golden-goldero01,Robert Golden,Robert,Golden,SS,S,71,202,Arizona,1990-09-13,2012,Undrafted,NA,NA,PIT,24.9993155373032
2014,PIT,00-0028954,7303,GoldRo00,robert-golden-goldero01,Robert Golden,Robert,Golden,SAF,S,71,202,Arizona,1990-09-13,2012,Undrafted,NA,NA,PIT,23.9835728952772
2013,PIT,00-0028954,7303,GoldRo00,robert-golden-goldero01,Robert Golden,Robert,Golden,SAF,S,71,202,Arizona,1990-09-13,2012,Undrafted,NA,NA,PIT,22.9869952087611
2020,BAL,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin,Robert,Griffin,QB,QB,74,213,Baylor,1990-02-12,2012,Standard,1,2,WAS,30.5845311430527
2019,BAL,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin III,Robert,Griffin,QB,QB,74,213,Baylor,1990-02-12,2012,Standard,1,2,WAS,29.5687885010267
2018,BAL,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin III,Robert,Griffin,QB,QB,74,213,Baylor,1990-02-12,2012,Standard,1,2,WAS,28.5722108145106
2016,CLE,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin III,Robert,Griffin,QB,QB,74,218,Baylor,1990-02-12,2012,Standard,1,2,WAS,26.5790554414784
2015,WAS,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin III,Robert,Griffin,QB,QB,74,222,Baylor,1990-02-12,2012,Standard,1,2,WAS,25.5824777549624
2014,WAS,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin III,Robert,Griffin,QB,QB,74,222,Baylor,1990-02-12,2012,Standard,1,2,WAS,24.5667351129363
2013,WAS,00-0029665,7008,GrifRo01,robert-griffin-griffro02,Robert Griffin III,Robert,Griffin,QB,QB,74,217,Baylor,1990-02-12,2012,Standard,1,2,WAS,23.5701574264203
2021,TB,00-0036985,59980,HainRo00,robert-hainsey-hainsro01,Robert Hainsey,Robert,Hainsey,OL,C,76,306,Notre Dame,1998-08-12,2021,Standard,3,95,TB,23.0855578370979
2014,TB,00-0031187,8820,HerrRo00,robert-herron-herroro01,Robert Herron,Robert,Herron,WR,WR,69,193,Wyoming,1992-06-02,2014,Standard,6,185,TB,22.2642026009582
2014,ARI,00-0028345,6564,HughRo00,robert-hughes-hughero01,Robert Hughes,Robert,Hughes,RB,HB,71,235,Notre Dame,1989-06-21,2011,Undrafted,NA,NA,CHI,25.2128678986995
2021,MIA,00-0036325,46139,HuntRo01,robert-hunt-huntro04,Robert Hunt,Robert,Hunt,OL,G,78,327,Louisiana-Lafayette,1996-08-25,2020,Standard,2,39,MIA,25.0485968514716
2020,MIA,00-0036325,46139,HuntRo01,robert-hunt-huntro04,Robert Hunt,Robert,Hunt,T,T,77,322,Louisiana-Lafayette,1996-08-25,2020,Standard,2,39,MIA,24.0520191649555
2021,MIA,00-0036596,100786,JoneRo02,robert-jones-jonesro15,Robert Jones,Robert,Jones,G,T,76,322,Middle Tennessee State,1999-01-28,2021,Undrafted,NA,NA,MIA,22.6228610540726
2013,NYJ,00-0027509,6116,MaloRo00,robert-malone-malonro01,Robert Malone,Robert,Malone,P,P,74,215,Fresno State,1988-02-04,2010,Undrafted,NA,NA,JAX,25.5934291581109
2018,NYG,00-0034708,26957,MartRo02,robert-martin-martiro08,Robert Martin,Robert,Martin,RB,HB,71,210,Rutgers,1995-09-04,2018,Undrafted,NA,NA,NYG,23.0143737166324
2016,IND,00-0022059,1447,MathRo20,robert-mathis-mathiro01,Robert Mathis,Robert,Mathis,OLB,ED,74,245,Alabama A&M,1981-02-26,2003,Standard,5,138,IND,35.5400410677618
2015,IND,00-0022059,1447,MathRo20,robert-mathis-mathiro01,Robert Mathis,Robert,Mathis,OLB,ED,74,245,Alabama A&M,1981-02-26,2003,Standard,5,138,IND,34.5434633812457
2013,IND,00-0022059,1447,MathRo20,robert-mathis-mathiro01,Robert Mathis,Robert,Mathis,OLB,ED,74,246,Alabama A&M,1981-02-26,2003,Standard,5,138,IND,32.5311430527036
2017,TB,00-0027840,5771,McClRo98,robert-mcclain-mcclaro02,Robert McClain,Robert,McClain,DB,CB,69,195,Connecticut,1988-07-22,2010,Standard,7,249,CAR,29.1362080766598
2016,CAR,00-0027840,5771,McClRo98,robert-mcclain-mcclaro02,Robert McClain,Robert,McClain,CB,CB,69,195,Connecticut,1988-07-22,2010,Standard,7,249,CAR,28.1396303901437
2014,ATL,00-0027840,5771,McClRo98,robert-mcclain-mcclaro02,Robert McClain,Robert,McClain,CB,CB,69,195,Connecticut,1988-07-22,2010,Standard,7,249,CAR,26.1273100616016
2013,ATL,00-0027840,5771,McClRo98,robert-mcclain-mcclaro02,Robert McClain,Robert,McClain,CB,CB,69,195,Connecticut,1988-07-22,2010,Standard,7,249,CAR,25.1307323750856
2014,CLE,00-0031232,8989,NelsRo00,robert-nelson-nelsoro01,Robert Nelson,Robert,Nelson,DB,CB,69,175,Arizona State,1990-02-16,2014,Undrafted,NA,NA,CLE,24.5557837097878
2018,ARI,00-0032761,10663,NkemRo00,robert-nkemdiche-nkemdro01,Robert Nkemdiche,Robert,Nkemdiche,DT,DI,76,296,Mississippi,1994-09-19,2016,Standard,1,29,ARI,23.9726214921287
2017,ARI,00-0032761,10663,NkemRo00,robert-nkemdiche-nkemdro01,Robert Nkemdiche,Robert,Nkemdiche,DT,DI,76,296,Mississippi,1994-09-19,2016,Standard,1,29,ARI,22.9760438056126
2016,ARI,00-0032761,10663,NkemRo00,robert-nkemdiche-nkemdro01,Robert Nkemdiche,Robert,Nkemdiche,DT,DI,75,296,Mississippi,1994-09-19,2016,Standard,1,29,ARI,21.9794661190965
2021,CHI,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,LB,ED,76,245,North Carolina,1990-05-18,2011,Standard,1,14,LA,31.3210130047912
2020,CHI,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,DE,ED,76,257,North Carolina,1990-05-18,2011,Standard,1,14,LA,30.3244353182752
2018,MIA,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,DE,ED,76,257,North Carolina,1990-05-18,2011,Standard,1,14,LA,28.3121149897331
2017,LA,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,OLB,ED,76,250,North Carolina,1990-05-18,2011,Standard,1,14,LA,27.315537303217
2016,LA,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,DE,ED,76,264,North Carolina,1990-05-18,2011,Standard,1,14,LA,26.3189596167009
2015,LA,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,DE,ED,76,264,North Carolina,1990-05-18,2011,Standard,1,14,LA,25.3223819301848
2014,LA,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,DE,ED,76,264,North Carolina,1990-05-18,2011,Standard,1,14,LA,24.3066392881588
2013,LA,00-0027952,6166,QuinRo00,robert-quinn-quinnro01,Robert Quinn,Robert,Quinn,DE,ED,76,264,North Carolina,1990-05-18,2011,Standard,1,14,LA,23.3100616016427
2021,LA,00-0036904,33693,RochRo00,robert-rochell-rochero01,Robert Rochell,Robert,Rochell,DB,CB,74,195,Central Arkansas,1998-04-26,2021,Standard,4,130,LA,23.3812457221081
2021,PIT,00-0034720,50918,SpilRo00,robert-spillane-spillro01,Robert Spillane,Robert,Spillane,LB,LB,73,229,Western Michigan,1995-12-14,2018,Undrafted,NA,NA,TEN,25.7467488021903
2020,PIT,00-0034720,50918,SpilRo00,robert-spillane-spillro01,Robert Spillane,Robert,Spillane,LB,LB,73,229,Western Michigan,1995-12-14,2018,Undrafted,NA,NA,TEN,24.7501711156742
2017,NYG,00-0031006,9022,ThomRo04,robert-thomas-thomaro11,Robert Thomas,Robert,Thomas,NT,DI,73,331,Arkansas,1991-02-18,2014,Undrafted,NA,NA,WAS,26.5598904859685
2021,GB,00-0033757,12193,TonyRo00,robert-tonyan-tonyaro01,Robert Tonyan,Robert,Tonyan,TE,TE,77,237,Indiana State,1994-04-30,2017,Undrafted,NA,NA,DET,27.3702943189596
2020,GB,00-0033757,12193,TonyRo00,robert-tonyan-tonyaro01,Robert Tonyan,Robert,Tonyan,TE,TE,77,237,Indiana State,1994-04-30,2017,Undrafted,NA,NA,DET,26.3737166324435
2019,GB,00-0033757,12193,TonyRo00,robert-tonyan-tonyaro01,Robert Tonyan,Robert,Tonyan,TE,TE,77,237,Indiana State,1994-04-30,2017,Undrafted,NA,NA,DET,25.3579739904175
2018,GB,00-0033757,12193,TonyRo00,robert-tonyan-tonyaro01,Robert Tonyan,Robert,Tonyan,TE,TE,77,237,Indiana State,1994-04-30,2017,Undrafted,NA,NA,DET,24.3613963039014
2017,IND,00-0029273,7106,TurbRo00,robert-turbin-turbiro01,Robert Turbin,Robert,Turbin,RB,HB,70,216,Utah State,1989-12-02,2012,Standard,4,106,SEA,27.772758384668
2016,IND,00-0029273,7106,TurbRo00,robert-turbin-turbiro01,Robert Turbin,Robert,Turbin,RB,HB,70,225,Utah State,1989-12-02,2012,Standard,4,106,SEA,26.776180698152
2014,SEA,00-0029273,7106,TurbRo00,robert-turbin-turbiro01,Robert Turbin,Robert,Turbin,RB,HB,70,222,Utah State,1989-12-02,2012,Standard,4,106,SEA,24.7638603696099
2013,SEA,00-0029273,7106,TurbRo00,robert-turbin-turbiro01,Robert Turbin,Robert,Turbin,RB,HB,70,222,Utah State,1989-12-02,2012,Standard,4,106,SEA,23.7672826830938
2013,TEN,00-0025761,4085,TurnRo22,robert-turner-turnero03,Robert Turner,Robert,Turner,C,C,76,308,New Mexico,1984-08-20,2007,Undrafted,NA,NA,NYJ,29.0513347022587
2021,LA,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,195,Southern California,1992-04-10,2013,Standard,2,41,BUF,29.4236824093087
2020,LA,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,193,Southern California,1992-04-10,2013,Standard,2,41,BUF,28.4271047227926
2019,LA,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,195,Southern California,1992-04-10,2013,Standard,2,41,BUF,27.4113620807666
2018,LA,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,195,Southern California,1992-04-10,2013,Standard,2,41,BUF,26.4147843942505
2017,LA,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,193,Southern California,1992-04-10,2013,Standard,2,41,BUF,25.4182067077344
2016,BUF,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,190,Southern California,1992-04-10,2013,Standard,2,41,BUF,24.4216290212183
2015,BUF,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,190,Southern California,1992-04-10,2013,Standard,2,41,BUF,23.4250513347023
2014,BUF,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,190,Southern California,1992-04-10,2013,Standard,2,41,BUF,22.4093086926762
2013,BUF,00-0030431,7822,WoodRo02,robert-woods-woodsro06,Robert Woods,Robert,Woods,WR,WR,72,190,Southern California,1992-04-10,2013,Standard,2,41,BUF,21.4127310061602
2016,TB,00-0033102,10693,AguaRo00,roberto-aguayo-aguayro01,Roberto Aguayo,Roberto,Aguayo,K,K,72,207,Florida State,1994-05-17,2016,Standard,2,59,TB,22.321697467488
2014,CHI,00-0020260,856,GarzRo20,roberto-garza-garzaro01,Roberto Garza,Roberto,Garza,C,C,74,310,Texas A&M-Kingsville,1979-03-26,2001,Standard,4,99,ATL,35.4524298425736
2013,CHI,00-0020260,856,GarzRo20,roberto-garza-garzaro01,Roberto Garza,Roberto,Garza,C,C,74,310,Texas A&M-Kingsville,1979-03-26,2001,Standard,4,99,ATL,34.4558521560575
2018,MIN,00-0034221,27875,ThomRo05,roc-thomas-thomaro12,Roc Thomas,Roc,Thomas,RB,HB,70,198,Jacksonville State,1995-09-02,2018,Undrafted,NA,NA,MIN,23.0198494182067
2021,IND,00-0035637,49564,Ya-SRo00,rock-yasin-yasinro01,Rock Ya-Sin,Rock,Ya-Sin,CB,CB,72,190,Temple,1996-05-23,2019,Standard,2,34,IND,25.305954825462
2020,IND,00-0035637,49564,Ya-SRo00,rock-yasin-yasinro01,Rock Ya-Sin,Rock,Ya-Sin,CB,CB,72,190,Temple,1996-05-23,2019,Standard,2,34,IND,24.3093771389459
2019,IND,00-0035637,49564,Ya-SRo00,rock-yasin-yasinro01,Rock Ya-Sin,Rock,Ya-Sin,CB,CB,72,190,Temple,1996-05-23,2019,Standard,2,34,IND,23.2936344969199
2018,DAL,00-0031900,9996,SmitRo06,rod-smith-smithro16,Rod Smith,Rod,Smith,RB,HB,75,235,Ohio State,1992-01-10,2015,Undrafted,NA,NA,SEA,26.6639288158795
2017,DAL,00-0031900,9996,SmitRo06,rod-smith-smithro16,Rod Smith,Rod,Smith,RB,HB,75,235,Ohio State,1992-01-10,2015,Undrafted,NA,NA,SEA,25.6673511293634
2016,DAL,00-0031900,9996,SmitRo06,rod-smith-smithro16,Rod Smith,Rod,Smith,RB,HB,75,231,Ohio State,1992-01-10,2015,Undrafted,NA,NA,SEA,24.6707734428474
2016,SF,00-0029129,7416,StreRo00,rod-streater-strearo01,Rod Streater,Rod,Streater,WR,WR,74,195,Temple,1988-02-09,2012,Undrafted,NA,NA,LV,28.5886379192334
2015,LV,00-0029129,7416,StreRo00,rod-streater-strearo01,Rod Streater,Rod,Streater,WR,WR,74,195,Temple,1988-02-09,2012,Undrafted,NA,NA,LV,27.5920602327173
2014,LV,00-0029129,7416,StreRo00,rod-streater-strearo01,Rod Streater,Rod,Streater,WR,WR,75,195,Temple,1988-02-09,2012,Undrafted,NA,NA,LV,26.5763175906913
2013,LV,00-0029129,7416,StreRo00,rod-streater-strearo01,Rod Streater,Rod,Streater,WR,WR,75,200,Temple,1988-02-09,2012,Undrafted,NA,NA,LV,25.5797399041752
2013,NO,00-0030224,8185,SweeRo01,rod-sweeting-sweetro01,Rod Sweeting,Rod,Sweeting,CB,CB,71,187,Georgia Tech,1990-09-28,2013,Undrafted,NA,NA,NO,22.9459274469541
2021,NYG,00-0036570,44160,WillRo07,rodarius-williams-williro20,Rodarius Williams,Rodarius,Williams,CB,CB,72,195,Oklahoma State,1996-09-12,2021,Standard,6,201,NYG,24.9993155373032
2015,ATL,00-0023462,2244,WhitRo00,roddy-white-whitesh03,Roddy White,Roddy,White,WR,WR,72,211,Alabama-Birmingham,1981-11-02,2005,Standard,1,27,ATL,33.8617385352498
2014,ATL,00-0023462,2244,WhitRo00,roddy-white-whitesh03,Roddy White,Roddy,White,WR,WR,72,211,Alabama-Birmingham,1981-11-02,2005,Standard,1,27,ATL,32.8459958932238
2013,ATL,00-0023462,2244,WhitRo00,roddy-white-whitesh03,Roddy White,Roddy,White,WR,WR,72,211,Alabama-Birmingham,1981-11-02,2005,Standard,1,27,ATL,31.8494182067077
2021,LV,00-0035437,51405,TeamRo00,roderic-teamer-teamero01,Roderic Teamer,Roderic,Teamer,DB,S,72,205,Tulane,1997-05-12,2019,Undrafted,NA,NA,LAC,24.3367556468172
2019,LAC,00-0035437,51405,TeamRo00,roderic-teamer-teamero01,Roderic Teamer,Roderic,Teamer,DB,S,71,187,Tulane,1997-05-12,2019,Undrafted,NA,NA,LAC,22.3244353182752
2020,HOU,00-0033569,11915,JohnRo06,roderick-johnson-johnsro14,Roderick Johnson,Roderick,Johnson,T,T,78,306,Florida State,1995-11-28,2017,Standard,5,160,CLE,24.7939767282683
2019,HOU,00-0033569,11915,JohnRo06,roderick-johnson-johnsro14,Roderick Johnson,Roderick,Johnson,OT,T,78,306,Florida State,1995-11-28,2017,Standard,5,160,CLE,23.7782340862423
2017,CLE,00-0033569,11915,JohnRo06,roderick-johnson-johnsro14,Roderick Johnson,Roderick,Johnson,OT,T,78,300,Florida State,1995-11-28,2017,Standard,5,160,CLE,21.7850787132101
2021,TEN,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,G,G,77,325,Indiana,1988-06-06,2010,Standard,2,33,LA,33.2676249144422
2020,TEN,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,G,G,77,325,Indiana,1988-06-06,2010,Standard,2,33,LA,32.2710472279261
2019,TEN,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,OG,G,77,325,Indiana,1988-06-06,2010,Standard,2,33,LA,31.2553045859001
2018,LA,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,OG,G,77,323,Indiana,1988-06-06,2010,Standard,2,33,LA,30.258726899384
2017,LA,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,OG,G,77,325,Indiana,1988-06-06,2010,Standard,2,33,LA,29.2621492128679
2016,LA,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,G,G,77,332,Indiana,1988-06-06,2010,Standard,2,33,LA,28.2655715263518
2015,LA,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,G,G,77,332,Indiana,1988-06-06,2010,Standard,2,33,LA,27.2689938398357
2014,LA,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,G,G,77,332,Indiana,1988-06-06,2010,Standard,2,33,LA,26.2532511978097
2013,LA,00-0027648,5558,SaffRo20,rodger-saffold-safforo01,Rodger Saffold,Rodger,Saffold,G,T,77,332,Indiana,1988-06-06,2010,Standard,2,33,LA,25.2566735112936
2021,CHI,00-0033957,11925,AdamRo01,rodney-adams-adamsro03,Rodney Adams,Rodney,Adams,WR,WR,73,189,South Florida,1994-09-15,2017,Standard,5,170,MIN,26.9924709103354
2017,MIN,00-0033957,11925,AdamRo01,rodney-adams-adamsro03,Rodney Adams,Rodney,Adams,WR,WR,73,189,South Florida,1994-09-15,2017,Standard,5,170,MIN,22.9869952087611
2019,ARI,00-0032131,9549,GuntRo00,rodney-gunter-guntero01,Rodney Gunter,Rodney,Gunter,DT,DI,77,305,Delaware State,1992-01-19,2015,Standard,4,116,ARI,27.6358658453114
2018,ARI,00-0032131,9549,GuntRo00,rodney-gunter-guntero01,Rodney Gunter,Rodney,Gunter,DT,DI,77,305,Delaware State,1992-01-19,2015,Standard,4,116,ARI,26.6392881587953
2017,ARI,00-0032131,9549,GuntRo00,rodney-gunter-guntero01,Rodney Gunter,Rodney,Gunter,DE,DI,77,305,Delaware State,1992-01-19,2015,Standard,4,116,ARI,25.6427104722793
2016,ARI,00-0032131,9549,GuntRo00,rodney-gunter-guntero01,Rodney Gunter,Rodney,Gunter,DE,DI,77,305,Delaware State,1992-01-19,2015,Standard,4,116,ARI,24.6461327857632
2015,ARI,00-0032131,9549,GuntRo00,rodney-gunter-guntero01,Rodney Gunter,Rodney,Gunter,NT,DI,77,305,Delaware State,1992-01-19,2015,Standard,4,116,ARI,23.6495550992471
2021,ARI,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,OL,C,74,315,Florida State,1989-07-12,2011,Standard,2,55,KC,32.1697467488022
2020,LV,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,315,Florida State,1989-07-12,2011,Standard,2,55,KC,31.1731690622861
2019,LV,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,315,Florida State,1989-07-12,2011,Standard,2,55,KC,30.1574264202601
2018,LV,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,300,Florida State,1989-07-12,2011,Standard,2,55,KC,29.160848733744
2017,LV,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,300,Florida State,1989-07-12,2011,Standard,2,55,KC,28.1642710472279
2016,LV,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,300,Florida State,1989-07-12,2011,Standard,2,55,KC,27.1676933607118
2015,LV,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,300,Florida State,1989-07-12,2011,Standard,2,55,KC,26.1711156741958
2014,KC,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,299,Florida State,1989-07-12,2011,Standard,2,55,KC,25.1553730321697
2013,KC,00-0027993,6207,HudsRo00,rodney-hudson-hudsoro01,Rodney Hudson,Rodney,Hudson,C,C,74,299,Florida State,1989-07-12,2011,Standard,2,55,KC,24.1587953456537
2021,PHI,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,DB,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,31.2224503764545
2020,PHI,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,DB,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,30.2258726899384
2019,PHI,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,29.2101300479124
2018,PHI,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,28.2135523613963
2017,PHI,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,27.2169746748802
2016,PHI,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,26.2203969883641
2015,LA,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,25.223819301848
2014,LA,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,24.208076659822
2013,LA,00-0028899,7271,McLeRo00,rodney-mcleod-mcleoro01,Rodney McLeod,Rodney,McLeod,FS,S,70,195,Virginia,1990-06-23,2012,Undrafted,NA,NA,LA,23.211498973306
2014,MIN,00-0029934,8165,SmitRo05,rodney-smith-smithro15,Rodney Smith,Rodney,Smith,WR,WR,77,220,Florida State,1990-03-11,2013,Undrafted,NA,NA,MIN,24.4928131416838
2021,IND,00-0035849,34038,BlanRo03,rodrigo-blankenship-blankro01,Rodrigo Blankenship,Rodrigo,Blankenship,K,K,73,184,Georgia,1997-01-29,2020,Undrafted,NA,NA,IND,24.6187542778919
